experiment_name,timestamp,duration_seconds,num_samples,avg_cpu_percent,peak_cpu_percent,avg_memory_mb,peak_memory_mb,cpu_energy_joules,avg_gpu_power_w,peak_gpu_power_w,avg_gpu_temp_c,peak_gpu_temp_c,avg_gpu_memory_mb,peak_gpu_memory_mb,gpu_energy_joules,total_energy_joules,total_energy_kwh,emissions_gco2,emissions_kg,carbon_intensity_gco2_per_kwh
vgg16_baseline,20260228_171010,318.7008,312,17.08,34.9,13159.92,13930.3,2446.9807,69.61,121.05,65.22,70,2663.93,2755.55,22137.8965,24584.8772,0.00682913,1.4136,0.0014136,207.0
