experiment_name,timestamp,duration_seconds,emissions_kg,initial_cpu_percent,final_cpu_percent,initial_memory_mb,final_memory_mb,initial_gpu_power_w,final_gpu_power_w,initial_gpu_temp_c,final_gpu_temp_c,initial_gpu_memory_mb,final_gpu_memory_mb
cifar10_pruned_40_finetuned,20260114_172223,4.41796088218689,5.7647183021670524e-05,14.9,10.2,11887.19921875,11875.03515625,22.594,26.541,53,53,1562.96484375,1562.96484375
