experiment_name,timestamp,duration_seconds,emissions_kg,initial_cpu_percent,final_cpu_percent,initial_memory_mb,final_memory_mb,initial_gpu_power_w,final_gpu_power_w,initial_gpu_temp_c,final_gpu_temp_c,initial_gpu_memory_mb,final_gpu_memory_mb
cifar10_pruned_60_finetuned,20260114_172408,4.42018723487854,5.734989641900073e-05,12.5,11.5,11790.96484375,11759.8125,22.673,26.981,52,53,1547.02734375,1547.02734375
